transaction_id,date,part_sku,quantity_sold,location_id,quantity_in_hand,gst_rate,is_holiday,is_event,unit_price_after_gst,unit_cost,total_sales,quantity_in_hand_after_sales
TXN_20220103_0017,03-01-2022 18:36,SKU_ENG_002,1,LOC_002,178,0.18,FALSE,FALSE,480,329,480,177
TXN_20220103_0018,03-01-2022 19:30,SKU_BRK_001,2,LOC_005,194,0.28,FALSE,FALSE,1225,840,2450,192
TXN_20220104_0019,04-01-2022 10:33,SKU_WPR_001,1,LOC_003,166,0.18,FALSE,FALSE,402,282,402,165
TXN_20220104_0020,04-01-2022 11:03,SKU_ENG_001,1,LOC_004,165,0.18,FALSE,FALSE,276,183,276,164
TXN_20220104_0021,04-01-2022 11:36,SKU_ENG_001,2,LOC_003,138,0.18,FALSE,FALSE,249,183,498,136
TXN_20220104_0022,04-01-2022 12:02,SKU_ENG_002,1,LOC_001,157,0.18,FALSE,FALSE,467,329,467,156
TXN_20220104_0023,04-01-2022 12:12,SKU_ENG_002,3,LOC_002,175,0.18,FALSE,FALSE,444,329,1332,172
TXN_20220104_0024,04-01-2022 12:42,SKU_WPR_001,1,LOC_001,193,0.18,FALSE,FALSE,389,282,389,192
TXN_20220104_0025,04-01-2022 12:50,SKU_WPR_001,2,LOC_002,132,0.18,FALSE,FALSE,386,282,772,130
TXN_20220104_0026,04-01-2022 12:56,SKU_CLG_001,2,LOC_005,163,0.18,FALSE,FALSE,652,481,1304,161
TXN_20220104_0027,04-01-2022 13:03,SKU_ELC_001,2,LOC_001,156,0.28,FALSE,FALSE,4563,3392,9126,154
TXN_20220104_0028,04-01-2022 15:12,SKU_ENG_002,2,LOC_002,177,0.18,FALSE,FALSE,467,329,934,175
TXN_20220104_0029,04-01-2022 16:50,SKU_ENG_001,1,LOC_002,191,0.18,FALSE,FALSE,274,183,274,190
TXN_20220104_0030,04-01-2022 16:58,SKU_ENG_001,1,LOC_003,139,0.18,FALSE,FALSE,258,183,258,138
TXN_20220104_0031,04-01-2022 17:39,SKU_ENG_002,1,LOC_005,170,0.18,FALSE,FALSE,466,329,466,169
TXN_20220104_0032,04-01-2022 18:11,SKU_ELC_002,1,LOC_003,127,0.18,FALSE,FALSE,721,540,721,126
TXN_20220105_0033,05-01-2022 09:40,SKU_ELC_001,1,LOC_002,120,0.28,FALSE,FALSE,4906,3392,4906,119
TXN_20220105_0034,05-01-2022 10:49,SKU_ENG_001,1,LOC_002,189,0.18,FALSE,FALSE,275,183,275,188
TXN_20220105_0035,05-01-2022 11:01,SKU_ENG_002,1,LOC_001,152,0.18,FALSE,FALSE,460,329,460,151
TXN_20220105_0036,05-01-2022 11:57,SKU_CLG_001,1,LOC_005,161,0.18,FALSE,FALSE,692,481,692,160
TXN_20220105_0037,05-01-2022 13:11,SKU_ELC_002,1,LOC_002,159,0.18,FALSE,FALSE,732,540,732,158
TXN_20220106_0038,06-01-2022 10:36,SKU_SUS_001,4,LOC_001,134,0.28,FALSE,FALSE,5498,3920,21992,130
TXN_20220106_0039,06-01-2022 12:18,SKU_WPR_001,1,LOC_003,164,0.18,FALSE,FALSE,421,282,421,163
TXN_20220106_0040,06-01-2022 12:20,SKU_ELC_002,1,LOC_002,157,0.18,FALSE,FALSE,783,540,783,156
TXN_20220106_0041,06-01-2022 12:51,SKU_BRK_001,1,LOC_002,130,0.28,FALSE,FALSE,1120,840,1120,129
TXN_20220106_0042,06-01-2022 12:59,SKU_WPR_001,1,LOC_002,129,0.18,FALSE,FALSE,402,282,402,128
TXN_20220106_0043,06-01-2022 15:02,SKU_WPR_001,1,LOC_003,163,0.18,FALSE,FALSE,377,282,377,162
TXN_20220106_0044,06-01-2022 16:03,SKU_CLT_001,1,LOC_002,103,0.28,FALSE,FALSE,6834,4830,6834,102
TXN_20220106_0045,06-01-2022 16:14,SKU_BRK_001,1,LOC_003,187,0.28,FALSE,FALSE,1184,840,1184,186
TXN_20220106_0046,06-01-2022 17:34,SKU_ELC_002,1,LOC_002,158,0.18,FALSE,FALSE,814,540,814,157
TXN_20220107_0047,07-01-2022 10:06,SKU_ELC_001,1,LOC_003,176,0.28,FALSE,FALSE,4709,3392,4709,175
TXN_20220107_0048,07-01-2022 10:32,SKU_ENG_001,2,LOC_001,126,0.18,FALSE,FALSE,245,183,490,124
TXN_20220107_0049,07-01-2022 10:34,SKU_CLG_001,1,LOC_001,122,0.18,FALSE,FALSE,664,481,664,121
TXN_20220107_0050,07-01-2022 10:42,SKU_WPR_001,1,LOC_001,189,0.18,FALSE,FALSE,377,282,377,188
TXN_20220107_0051,07-01-2022 12:00,SKU_ENG_002,1,LOC_001,146,0.18,FALSE,FALSE,455,329,455,145
TXN_20220107_0052,07-01-2022 12:59,SKU_ENG_001,1,LOC_003,133,0.18,FALSE,FALSE,247,183,247,132
TXN_20220107_0053,07-01-2022 13:18,SKU_ENG_001,1,LOC_003,134,0.18,FALSE,FALSE,261,183,261,133
TXN_20220107_0054,07-01-2022 14:17,SKU_ELC_001,1,LOC_001,153,0.28,FALSE,FALSE,5171,3392,5171,152
TXN_20220107_0055,07-01-2022 15:13,SKU_ENG_001,1,LOC_001,124,0.18,FALSE,FALSE,268,183,268,123
TXN_20220107_0056,07-01-2022 17:11,SKU_ENG_001,1,LOC_002,188,0.18,FALSE,FALSE,249,183,249,187
TXN_20220107_0057,07-01-2022 17:11,SKU_BRK_001,1,LOC_002,127,0.28,FALSE,FALSE,1275,840,1275,126
TXN_20220107_0058,07-01-2022 17:13,SKU_CLT_001,2,LOC_003,139,0.28,FALSE,FALSE,7122,4830,14244,137
TXN_20220107_0059,07-01-2022 17:25,SKU_WPR_001,1,LOC_003,162,0.18,FALSE,FALSE,412,282,412,161
TXN_20220107_0060,07-01-2022 17:45,SKU_ELC_002,1,LOC_002,155,0.18,FALSE,FALSE,731,540,731,154
TXN_20220107_0061,07-01-2022 17:48,SKU_ENG_001,1,LOC_001,122,0.18,FALSE,FALSE,267,183,267,121
TXN_20220107_0062,07-01-2022 17:58,SKU_ENG_001,1,LOC_002,185,0.18,FALSE,FALSE,264,183,264,184
TXN_20220107_0063,07-01-2022 18:18,SKU_WPR_001,1,LOC_001,188,0.18,FALSE,FALSE,396,282,396,187
TXN_20220108_0064,08-01-2022 11:36,SKU_ELC_002,1,LOC_002,153,0.18,FALSE,FALSE,820,540,820,152
TXN_20220108_0065,08-01-2022 12:23,SKU_ELC_002,1,LOC_002,152,0.18,FALSE,FALSE,772,540,772,151
TXN_20220108_0066,08-01-2022 13:35,SKU_ELC_002,2,LOC_001,173,0.18,FALSE,FALSE,807,540,1614,171
TXN_20220108_0067,08-01-2022 16:29,SKU_ELC_001,2,LOC_003,175,0.28,FALSE,FALSE,4963,3392,9926,173
TXN_20220108_0068,08-01-2022 17:01,SKU_ELC_002,1,LOC_003,123,0.18,FALSE,FALSE,743,540,743,122
TXN_20220108_0069,08-01-2022 17:20,SKU_WPR_001,1,LOC_004,189,0.18,FALSE,FALSE,400,282,400,188
TXN_20220108_0070,08-01-2022 17:27,SKU_ENG_001,1,LOC_003,132,0.18,FALSE,FALSE,250,183,250,131
TXN_20220109_0071,09-01-2022 11:40,SKU_BRK_001,1,LOC_004,137,0.28,FALSE,FALSE,1277,840,1277,136
TXN_20220109_0072,09-01-2022 12:00,SKU_ELC_002,1,LOC_005,155,0.18,FALSE,FALSE,751,540,751,154
TXN_20220110_0073,10-01-2022 08:57,SKU_WPR_001,1,LOC_001,183,0.18,FALSE,FALSE,419,282,419,182
TXN_20220110_0074,10-01-2022 10:47,SKU_WPR_001,1,LOC_004,186,0.18,FALSE,FALSE,416,282,416,185
TXN_20220110_0075,10-01-2022 11:18,SKU_ENG_001,1,LOC_001,120,0.18,FALSE,FALSE,252,183,252,119
TXN_20220110_0076,10-01-2022 12:00,SKU_ENG_001,1,LOC_001,118,0.18,FALSE,FALSE,270,183,270,117
TXN_20220110_0077,10-01-2022 12:18,SKU_CLG_001,2,LOC_004,179,0.18,FALSE,FALSE,685,481,1370,177
TXN_20220110_0078,10-01-2022 12:37,SKU_ENG_001,1,LOC_001,116,0.18,FALSE,FALSE,281,183,281,115
TXN_20220110_0079,10-01-2022 12:58,SKU_ENG_002,1,LOC_002,170,0.18,FALSE,FALSE,464,329,464,169
TXN_20220110_0080,10-01-2022 13:42,SKU_ELC_001,1,LOC_004,127,0.28,FALSE,FALSE,4932,3392,4932,126
TXN_20220110_0081,10-01-2022 14:19,SKU_CLT_001,1,LOC_005,94,0.28,FALSE,FALSE,6918,4830,6918,93
TXN_20220110_0082,10-01-2022 14:38,SKU_ENG_001,1,LOC_001,119,0.18,FALSE,FALSE,245,183,245,118
TXN_20220110_0083,10-01-2022 16:22,SKU_ENG_002,2,LOC_004,165,0.18,FALSE,FALSE,476,329,952,163
TXN_20220110_0084,10-01-2022 17:35,SKU_WPR_001,1,LOC_002,127,0.18,FALSE,FALSE,385,282,385,126
TXN_20220110_0085,10-01-2022 19:01,SKU_WPR_001,1,LOC_004,185,0.18,FALSE,FALSE,405,282,405,184
TXN_20220110_0086,10-01-2022 19:34,SKU_ENG_002,1,LOC_001,143,0.18,FALSE,FALSE,497,329,497,142
TXN_20220111_0087,11-01-2022 12:17,SKU_CLG_001,1,LOC_003,119,0.18,FALSE,FALSE,733,481,733,118
TXN_20220111_0088,11-01-2022 16:39,SKU_WPR_001,1,LOC_001,182,0.18,FALSE,FALSE,429,282,429,181
TXN_20220111_0089,11-01-2022 17:20,SKU_ELC_001,1,LOC_003,173,0.28,FALSE,FALSE,4825,3392,4825,172
TXN_20220111_0090,11-01-2022 17:53,SKU_ENG_002,1,LOC_004,163,0.18,FALSE,FALSE,456,329,456,162
TXN_20220111_0091,11-01-2022 18:43,SKU_ENG_001,1,LOC_001,113,0.18,FALSE,FALSE,264,183,264,112
TXN_20220112_0092,12-01-2022 10:32,SKU_CLG_001,1,LOC_003,118,0.18,FALSE,FALSE,663,481,663,117
TXN_20220112_0093,12-01-2022 11:31,SKU_ENG_002,1,LOC_003,176,0.18,FALSE,FALSE,466,329,466,175
TXN_20220112_0094,12-01-2022 11:39,SKU_WPR_001,3,LOC_003,158,0.18,FALSE,FALSE,406,282,1218,155
TXN_20220112_0095,12-01-2022 12:18,SKU_ENG_002,1,LOC_003,175,0.18,FALSE,FALSE,480,329,480,174
TXN_20220112_0096,12-01-2022 12:29,SKU_CLG_001,1,LOC_003,117,0.18,FALSE,FALSE,662,481,662,116
TXN_20220112_0097,12-01-2022 12:53,SKU_ENG_002,1,LOC_001,135,0.18,FALSE,FALSE,466,329,466,134
TXN_20220112_0098,12-01-2022 13:23,SKU_WPR_001,1,LOC_001,181,0.18,FALSE,FALSE,423,282,423,180
TXN_20220112_0099,12-01-2022 15:32,SKU_ELC_001,1,LOC_001,150,0.28,FALSE,FALSE,4798,3392,4798,149
TXN_20220112_0100,12-01-2022 16:23,SKU_ENG_001,2,LOC_004,161,0.18,FALSE,FALSE,273,183,546,159
TXN_20220112_0101,12-01-2022 17:16,SKU_ENG_001,1,LOC_002,179,0.18,FALSE,FALSE,249,183,249,178
TXN_20220113_0102,13-01-2022 08:22,SKU_BRK_001,1,LOC_003,180,0.28,FALSE,FALSE,1243,840,1243,179
TXN_20220113_0103,13-01-2022 13:30,SKU_WPR_001,1,LOC_005,178,0.18,FALSE,FALSE,393,282,393,177
TXN_20220113_0104,13-01-2022 14:56,SKU_CLG_001,1,LOC_003,116,0.18,FALSE,FALSE,687,481,687,115
TXN_20220113_0105,13-01-2022 15:04,SKU_BRK_002,1,LOC_001,102,0.28,FALSE,FALSE,3439,2376,3439,101
TXN_20220113_0106,13-01-2022 18:22,SKU_BRK_001,1,LOC_002,123,0.28,FALSE,FALSE,1169,840,1169,122
TXN_20220114_0107,14-01-2022 09:05,SKU_CLG_001,1,LOC_003,115,0.18,FALSE,FALSE,721,481,721,114
TXN_20220114_0108,14-01-2022 10:10,SKU_BRK_001,1,LOC_003,179,0.28,FALSE,FALSE,1281,840,1281,178
TXN_20220114_0109,14-01-2022 10:17,SKU_ELC_001,1,LOC_001,145,0.28,FALSE,FALSE,5118,3392,5118,144
TXN_20220114_0110,14-01-2022 10:25,SKU_CLG_001,1,LOC_001,121,0.18,FALSE,FALSE,644,481,644,120
TXN_20220114_0111,14-01-2022 10:34,SKU_ENG_001,1,LOC_004,158,0.18,FALSE,FALSE,278,183,278,157
TXN_20220114_0112,14-01-2022 10:34,SKU_ENG_001,1,LOC_002,178,0.18,FALSE,FALSE,255,183,255,177
TXN_20220114_0113,14-01-2022 11:47,SKU_WPR_001,1,LOC_002,123,0.18,FALSE,FALSE,401,282,401,122
TXN_20220114_0114,14-01-2022 11:49,SKU_ELC_001,1,LOC_001,143,0.28,FALSE,FALSE,5198,3392,5198,142
TXN_20220114_0115,14-01-2022 11:50,SKU_ENG_001,1,LOC_005,175,0.18,FALSE,FALSE,246,183,246,174
TXN_20220114_0116,14-01-2022 11:59,SKU_BRK_001,1,LOC_001,159,0.28,FALSE,FALSE,1177,840,1177,158
TXN_20220114_0117,14-01-2022 12:27,SKU_CLG_001,1,LOC_002,122,0.18,FALSE,FALSE,644,481,644,121
TXN_20220114_0118,14-01-2022 14:54,SKU_BRK_001,1,LOC_001,161,0.28,FALSE,FALSE,1210,840,1210,160
TXN_20220114_0119,14-01-2022 17:48,SKU_ELC_002,1,LOC_002,145,0.18,FALSE,FALSE,736,540,736,144
TXN_20220114_0120,14-01-2022 17:53,SKU_ELC_002,1,LOC_003,122,0.18,FALSE,FALSE,799,540,799,121
TXN_20220115_0121,15-01-2022 10:16,SKU_ENG_002,1,LOC_002,165,0.18,FALSE,FALSE,457,329,457,164
TXN_20220115_0122,15-01-2022 10:26,SKU_WPR_001,1,LOC_005,177,0.18,FALSE,FALSE,430,282,430,176
TXN_20220115_0123,15-01-2022 10:37,SKU_ELC_002,1,LOC_001,170,0.18,FALSE,FALSE,759,540,759,169
TXN_20220115_0124,15-01-2022 10:53,SKU_BRK_001,1,LOC_005,189,0.28,FALSE,FALSE,1141,840,1141,188
TXN_20220115_0125,15-01-2022 10:55,SKU_BRK_001,1,LOC_005,190,0.28,FALSE,FALSE,1281,840,1281,189
TXN_20220115_0126,15-01-2022 11:23,SKU_ELC_001,1,LOC_001,142,0.28,FALSE,FALSE,4557,3392,4557,141
TXN_20220115_0127,15-01-2022 11:48,SKU_CLG_001,2,LOC_001,119,0.18,FALSE,FALSE,739,481,1478,117
TXN_20220115_0128,15-01-2022 12:13,SKU_CLG_001,2,LOC_005,160,0.18,FALSE,FALSE,647,481,1294,158
TXN_20220115_0129,15-01-2022 13:05,SKU_ENG_002,2,LOC_001,131,0.18,FALSE,FALSE,482,329,964,129
TXN_20220115_0130,15-01-2022 17:06,SKU_WPR_001,2,LOC_004,184,0.18,FALSE,FALSE,395,282,790,182
TXN_20220116_0131,16-01-2022 12:18,SKU_WPR_001,1,LOC_002,120,0.18,FALSE,FALSE,383,282,383,119
TXN_20220117_0132,17-01-2022 09:50,SKU_CLG_001,1,LOC_001,117,0.18,FALSE,FALSE,675,481,675,116
TXN_20220117_0133,17-01-2022 10:33,SKU_BRK_001,1,LOC_001,157,0.28,FALSE,FALSE,1131,840,1131,156
TXN_20220117_0134,17-01-2022 12:13,SKU_ENG_001,1,LOC_004,157,0.18,FALSE,FALSE,277,183,277,156
TXN_20220117_0135,17-01-2022 14:29,SKU_CLG_001,1,LOC_001,116,0.18,FALSE,FALSE,702,481,702,115
TXN_20220117_0136,17-01-2022 15:14,SKU_ENG_001,2,LOC_001,102,0.18,FALSE,FALSE,252,183,504,100
TXN_20220117_0137,17-01-2022 15:49,SKU_WPR_001,1,LOC_001,175,0.18,FALSE,FALSE,388,282,388,174
TXN_20220117_0138,17-01-2022 17:10,SKU_WPR_001,1,LOC_001,176,0.18,FALSE,FALSE,403,282,403,175
TXN_20220118_0139,18-01-2022 10:05,SKU_ELC_001,1,LOC_002,115,0.28,FALSE,FALSE,4995,3392,4995,114
TXN_20220118_0140,18-01-2022 11:01,SKU_WPR_001,1,LOC_001,173,0.18,FALSE,FALSE,408,282,408,172
TXN_20220118_0141,18-01-2022 11:33,SKU_ENG_002,1,LOC_001,129,0.18,FALSE,FALSE,439,329,439,128
TXN_20220118_0142,18-01-2022 12:01,SKU_WPR_001,1,LOC_001,174,0.18,FALSE,FALSE,398,282,398,173
TXN_20220118_0143,18-01-2022 12:59,SKU_CLG_001,1,LOC_003,114,0.18,FALSE,FALSE,733,481,733,113
TXN_20220118_0144,18-01-2022 14:13,SKU_ENG_001,2,LOC_002,177,0.18,FALSE,FALSE,255,183,510,175
TXN_20220118_0145,18-01-2022 14:14,SKU_BRK_001,1,LOC_001,156,0.28,FALSE,FALSE,1128,840,1128,155
TXN_20220118_0146,18-01-2022 14:59,SKU_ENG_001,1,LOC_002,174,0.18,FALSE,FALSE,281,183,281,173
TXN_20220118_0147,18-01-2022 17:22,SKU_BRK_001,1,LOC_003,177,0.28,FALSE,FALSE,1142,840,1142,176
TXN_20220118_0148,18-01-2022 18:20,SKU_ENG_001,1,LOC_002,172,0.18,FALSE,FALSE,277,183,277,171
TXN_20220119_0149,19-01-2022 08:52,SKU_ENG_002,1,LOC_005,169,0.18,FALSE,FALSE,454,329,454,168
TXN_20220119_0150,19-01-2022 10:43,SKU_BRK_001,1,LOC_001,155,0.28,FALSE,FALSE,1248,840,1248,154
TXN_20220119_0151,19-01-2022 11:26,SKU_ELC_001,1,LOC_003,171,0.28,FALSE,FALSE,5058,3392,5058,170
TXN_20220119_0152,19-01-2022 11:28,SKU_ENG_001,1,LOC_003,127,0.18,FALSE,FALSE,248,183,248,126
TXN_20220119_0153,19-01-2022 11:29,SKU_ENG_001,1,LOC_001,94,0.18,FALSE,FALSE,250,183,250,93
TXN_20220119_0154,19-01-2022 15:10,SKU_WPR_001,1,LOC_005,175,0.18,FALSE,FALSE,390,282,390,174
TXN_20220119_0155,19-01-2022 16:27,SKU_ENG_002,1,LOC_004,161,0.18,FALSE,FALSE,495,329,495,160
TXN_20220119_0156,19-01-2022 16:50,SKU_WPR_001,1,LOC_005,176,0.18,FALSE,FALSE,418,282,418,175
TXN_20220119_0157,19-01-2022 18:41,SKU_SUS_001,1,LOC_002,143,0.28,FALSE,FALSE,5319,3920,5319,142
TXN_20220120_0158,20-01-2022 08:10,SKU_CLT_001,1,LOC_001,129,0.28,FALSE,FALSE,7303,4830,7303,128
TXN_20220120_0159,20-01-2022 09:31,SKU_SUS_001,2,LOC_001,130,0.28,FALSE,FALSE,5328,3920,10656,128
TXN_20220120_0160,20-01-2022 09:39,SKU_WPR_001,1,LOC_004,182,0.18,FALSE,FALSE,376,282,376,181
TXN_20220120_0161,20-01-2022 11:31,SKU_ENG_001,1,LOC_004,155,0.18,FALSE,FALSE,273,183,273,154
TXN_20220120_0162,20-01-2022 12:31,SKU_CLG_001,1,LOC_002,118,0.18,FALSE,FALSE,698,481,698,117
TXN_20220120_0163,20-01-2022 13:57,SKU_ELC_002,1,LOC_001,166,0.18,FALSE,FALSE,806,540,806,165
TXN_20220120_0164,20-01-2022 14:29,SKU_CLG_001,1,LOC_001,115,0.18,FALSE,FALSE,730,481,730,114
TXN_20220120_0165,20-01-2022 15:20,SKU_BRK_001,1,LOC_001,154,0.28,FALSE,FALSE,1130,840,1130,153
TXN_20220120_0166,20-01-2022 16:06,SKU_ENG_001,1,LOC_002,170,0.18,FALSE,FALSE,280,183,280,169
TXN_20220120_0167,20-01-2022 16:14,SKU_BRK_002,1,LOC_003,81,0.28,FALSE,FALSE,3544,2376,3544,80
TXN_20220121_0168,21-01-2022 11:24,SKU_BRK_001,3,LOC_003,172,0.28,FALSE,FALSE,1246,840,3738,169
TXN_20220121_0169,21-01-2022 11:52,SKU_CLG_001,3,LOC_001,114,0.18,FALSE,FALSE,698,481,2094,111
TXN_20220121_0170,21-01-2022 12:10,SKU_BRK_001,1,LOC_003,174,0.28,FALSE,FALSE,1183,840,1183,173
TXN_20220121_0171,21-01-2022 14:27,SKU_ELC_002,3,LOC_004,152,0.18,FALSE,FALSE,730,540,2190,149
TXN_20220121_0172,21-01-2022 15:29,SKU_ELC_002,1,LOC_001,165,0.18,FALSE,FALSE,721,540,721,164
TXN_20220121_0173,21-01-2022 16:58,SKU_BRK_001,3,LOC_001,152,0.28,FALSE,FALSE,1183,840,3549,149
TXN_20220121_0174,21-01-2022 17:10,SKU_ENG_002,2,LOC_002,164,0.18,FALSE,FALSE,493,329,986,162
TXN_20220121_0175,21-01-2022 17:16,SKU_ENG_002,1,LOC_004,160,0.18,FALSE,FALSE,480,329,480,159
TXN_20220121_0176,21-01-2022 17:29,SKU_ELC_002,1,LOC_002,140,0.18,FALSE,FALSE,784,540,784,139
TXN_20220122_0177,22-01-2022 09:10,SKU_ELC_002,1,LOC_001,164,0.18,FALSE,FALSE,750,540,750,163
TXN_20220122_0178,22-01-2022 10:57,SKU_ELC_002,2,LOC_001,161,0.18,FALSE,FALSE,777,540,1554,159
TXN_20220122_0179,22-01-2022 11:58,SKU_ENG_002,2,LOC_004,159,0.18,FALSE,FALSE,494,329,988,157
TXN_20220122_0180,22-01-2022 11:58,SKU_BRK_001,1,LOC_001,149,0.28,FALSE,FALSE,1178,840,1178,148
TXN_20220122_0181,22-01-2022 14:12,SKU_CLG_001,2,LOC_001,111,0.18,FALSE,FALSE,680,481,1360,109
TXN_20220122_0182,22-01-2022 17:11,SKU_BRK_001,2,LOC_002,117,0.28,FALSE,FALSE,1183,840,2366,115
TXN_20220122_0183,22-01-2022 17:15,SKU_ELC_001,1,LOC_001,139,0.28,FALSE,FALSE,4837,3392,4837,138
TXN_20220122_0184,22-01-2022 17:47,SKU_ENG_001,2,LOC_003,126,0.18,FALSE,FALSE,246,183,492,124
TXN_20220122_0185,22-01-2022 19:34,SKU_ENG_001,1,LOC_002,166,0.18,FALSE,FALSE,258,183,258,165
TXN_20220123_0186,23-01-2022 09:50,SKU_ENG_001,2,LOC_002,164,0.18,FALSE,FALSE,271,183,542,162
TXN_20220123_0187,23-01-2022 11:54,SKU_ENG_002,2,LOC_004,157,0.18,FALSE,FALSE,448,329,896,155
TXN_20220123_0188,23-01-2022 12:10,SKU_BRK_001,1,LOC_004,131,0.28,FALSE,FALSE,1177,840,1177,130
TXN_20220124_0189,24-01-2022 08:08,SKU_WPR_001,1,LOC_002,117,0.18,FALSE,FALSE,406,282,406,116
TXN_20220124_0190,24-01-2022 08:47,SKU_ELC_002,1,LOC_001,159,0.18,FALSE,FALSE,793,540,793,158
TXN_20220124_0191,24-01-2022 09:12,SKU_ENG_002,3,LOC_003,166,0.18,FALSE,FALSE,459,329,1377,163
TXN_20220124_0192,24-01-2022 10:04,SKU_WPR_001,2,LOC_001,172,0.18,FALSE,FALSE,387,282,774,170
TXN_20220124_0193,24-01-2022 10:52,SKU_WPR_001,2,LOC_002,116,0.18,FALSE,FALSE,385,282,770,114
TXN_20220124_0194,24-01-2022 10:59,SKU_BRK_001,1,LOC_002,113,0.28,FALSE,FALSE,1123,840,1123,112
TXN_20220124_0195,24-01-2022 11:03,SKU_ENG_001,1,LOC_005,172,0.18,FALSE,FALSE,256,183,256,171
TXN_20220124_0196,24-01-2022 11:16,SKU_ELC_002,1,LOC_002,138,0.18,FALSE,FALSE,774,540,774,137
TXN_20220124_0197,24-01-2022 11:18,SKU_BRK_001,1,LOC_001,148,0.28,FALSE,FALSE,1206,840,1206,147
TXN_20220124_0198,24-01-2022 11:46,SKU_BRK_001,1,LOC_003,166,0.28,FALSE,FALSE,1152,840,1152,165
TXN_20220124_0199,24-01-2022 12:00,SKU_ENG_001,1,LOC_003,119,0.18,FALSE,FALSE,253,183,253,118
TXN_20220124_0200,24-01-2022 12:05,SKU_ENG_001,2,LOC_001,86,0.18,FALSE,FALSE,269,183,538,84
TXN_20220124_0201,24-01-2022 12:15,SKU_ENG_001,1,LOC_003,118,0.18,FALSE,FALSE,280,183,280,117
TXN_20220124_0202,24-01-2022 12:26,SKU_CLG_001,1,LOC_001,108,0.18,FALSE,FALSE,736,481,736,107
TXN_20220124_0203,24-01-2022 12:32,SKU_ENG_002,1,LOC_003,163,0.18,FALSE,FALSE,461,329,461,162
TXN_20220124_0204,24-01-2022 14:00,SKU_ENG_001,2,LOC_003,122,0.18,FALSE,FALSE,244,183,488,120
TXN_20220124_0205,24-01-2022 14:50,SKU_BRK_001,1,LOC_001,147,0.28,FALSE,FALSE,1264,840,1264,146
TXN_20220124_0206,24-01-2022 15:55,SKU_ELC_002,1,LOC_001,156,0.18,FALSE,FALSE,788,540,788,155
TXN_20220124_0207,24-01-2022 16:07,SKU_BRK_001,1,LOC_004,130,0.28,FALSE,FALSE,1266,840,1266,129
TXN_20220124_0208,24-01-2022 16:48,SKU_CLG_001,1,LOC_001,107,0.18,FALSE,FALSE,648,481,648,106
TXN_20220124_0209,24-01-2022 16:58,SKU_ELC_002,1,LOC_002,139,0.18,FALSE,FALSE,750,540,750,138
TXN_20220124_0210,24-01-2022 17:16,SKU_WPR_001,1,LOC_003,150,0.18,FALSE,FALSE,400,282,400,149
TXN_20220124_0211,24-01-2022 17:23,SKU_ELC_002,3,LOC_002,137,0.18,FALSE,FALSE,760,540,2280,134
TXN_20220124_0212,24-01-2022 17:24,SKU_ENG_002,1,LOC_001,127,0.18,FALSE,FALSE,449,329,449,126
TXN_20220124_0213,24-01-2022 17:27,SKU_BRK_001,1,LOC_004,129,0.28,FALSE,FALSE,1209,840,1209,128
